,text,airline_sentiment,nb_bow,nb_tfidf,dt_bow,dt_tfidf
3221,partner book individu reserv flight pr silver share premier privileg somehow,neutral,neutral,neutral,neutral,neutral
7530,ridicul 15 hour come wait deplan newborn board,negative,negative,negative,negative,negative
11590,flight us558 got cancel flightl 216 due lack flight crewi told id reimburs hotel contact,negative,negative,negative,negative,negative
11267,got phone usair cancel flightl return flight miss flight way took care,neutral,negative,neutral,neutral,neutral
4980,good back see sever week,positive,positive,positive,neutral,neutral
3901,ticket counter master smf help,negative,negative,negative,negative,negative
5219,rerout snowi bwi tri figur get deal baggag troubl,negative,negative,negative,negative,negative
8653,anyth flyfi,positive,neutral,neutral,neutral,neutral
7944,love guy know paid prem wifi toplay go ping terribl,negative,negative,negative,negative,negative
4276,drop luggag iad 2 month ago repair damag havent heard anyth sinc get back,negative,negative,negative,negative,negative
2640,never fli guy ever custom servic piss poor best,negative,negative,negative,negative,negative
3302,care le person although walk away complain man 10p lax club,negative,negative,negative,negative,negative
5813,serious worst dont rememb last time someon knew flight wasnt delay cancel flightl etc,negative,negative,negative,negative,negative
167,normal receiv repli central baggag baggageissu smh,negative,negative,negative,negative,negative
3250,follow see one experienc notic substanti downgrad servic post merger,negative,negative,negative,negative,negative
4066,flight 1 pm still airport gee servic care nope delay 755,negative,negative,negative,negative,negative
7276,didnt work flyfi plu couldnt access abc app spent 19 still miss oscar disappoint,negative,negative,negative,negative,negative
1197,worst airlin world crap websit worthless app late flight flight suck shut,negative,negative,negative,negative,negative
1075,2 cancel flight flight late flightr agent claim put new flight cancel flight cowork got flight delay,negative,negative,negative,negative,negative
1579,doesnt daughter book gold member mile get upgrad list flight tomorrow,negative,negative,negative,negative,negative
8522,report updat info dont know reach without super long wait hold main number,negative,negative,negative,negative,negative
10675,1st x told travel advisorynow two hr hold amp disconnect fl bhm charlott phl wont gohelp,negative,negative,negative,negative,negative
9190,everyon sorri dont need meet tomorrow 140 charac isnt nearli enough highlight shortcom,negative,negative,negative,negative,negative
2816,wast time airlin get autom messag disappoint alway,negative,negative,negative,negative,negative
5499,reliabl system couldnt find info said refund credit card,negative,negative,negative,negative,negative
5241,hv wound vet stuck chi he travel ny 4 heal need fli ny late flightst 9 2 catch intl flt help,negative,negative,negative,negative,negative
4717,glad know ill fli luv airlin tomorrow,positive,positive,positive,positive,positive
3753,thank help understand reduc price seat sold checkin prioriti certif,positive,neutral,neutral,positive,positive
4205,got email reserv got cancel flightl refund noth got refund yet,negative,negative,negative,negative,negative
5401,cancel flightl flight due winter weather total understand would sure nice would answer phone,negative,negative,negative,negative,negative
2120,went sacramento minneapoli end octob 2014 busi class,neutral,neutral,neutral,neutral,neutral
3177,fantast night wait 3 hour delay airplan alert u flight cancel flight land whatstatu,negative,negative,negative,negative,negative
11447,incompet airlin everi day day end,negative,negative,negative,negative,negative
7221,tri run curbsid selfcheck amp wast even time end flight book problem unit upset,negative,negative,negative,negative,negative
1225,gate iad rdu,neutral,neutral,neutral,neutral,neutral
9258,id suggest proper inform dissemin staff time amp relev schedul prevent futur,neutral,neutral,positive,neutral,neutral
4949,extrem frustrat travel experi denver instead land sea saturday monday afternoon,negative,negative,negative,negative,negative
4170,done thank,positive,positive,neutral,positive,positive
3139,hey left comput bag wcomput insid unit file onlin report respons,negative,negative,negative,negative,negative
1952,cours morn see nonstop iah sfo avail yesterday unitedhatesusal,negative,negative,negative,negative,negative
1486,sincer thank pilot flight 4461 brave snow get home amongst mani cancel flightlat,positive,positive,positive,positive,positive
3365,anoth fcking delay past 32 hour,negative,negative,negative,negative,negative
5472,thank ride chicago kmdw b738,positive,positive,positive,positive,positive
3363,work custom support extrem sadden unit wont waiv chang fee flight cancel flight due east coast storm,negative,negative,negative,negative,negative
1854,2 hr delay vacat buzzkil,negative,negative,negative,negative,negative
2413,employe angriest angstiest group peopl anywher except tasha checkin iah,negative,negative,negative,negative,negative
6707,im alist prefer custom loyal swa howev inflight wifi better today 4 year ago,negative,negative,negative,negative,negative
3317,best pilot ever thank guy great trip thatisal,positive,positive,positive,positive,positive
2854,miaewr 384 excel crew ewriad 3589 crew load bag wait w door open freez 20 min past departur,negative,negative,negative,negative,negative
3873,fli stl saturday expect ice amp snow start look travel waiver thank,neutral,neutral,neutral,neutral,neutral
6432,thank drink ticket hook cant wait first intern flight na pump,positive,positive,positive,positive,positive
4175,thank offer final made destin albeit hour late flight,negative,negative,negative,negative,negative
7100,fleet fleek hate,negative,negative,negative,negative,negative
8791,whole plane hope better luck return flight sunday,negative,negative,negative,negative,negative
6907,navig 2 rebook due flu amp ice visit mother c rep help patient friendli,negative,negative,negative,negative,negative
6806,long look blue eye firstlov,positive,positive,positive,neutral,neutral
3800,everi time check bag airlin im confid wear cloth 3 day plea prove wrong,negative,negative,negative,negative,negative
3607,find way distinguish board premier member credit card holder group 2 big,neutral,neutral,positive,neutral,neutral
8338,sent suggest comment via link provid,neutral,neutral,neutral,neutral,neutral
8109,ceo battl appeas passeng wall street waterburi republican american,neutral,neutral,neutral,neutral,neutral
6515,winner destinationdragon announc,neutral,neutral,neutral,neutral,neutral
5532,tweet pop phone follow miss favorit southwest pilot brother,neutral,positive,positive,neutral,neutral
11826,complet rip u airway today never fli airlin contact local news,negative,negative,negative,negative,negative
8436,could get free flight vega sinc bday,neutral,neutral,neutral,neutral,neutral
248,love 90 music blast gate boston wait flight sanfrancisco could get ice coffe,positive,positive,positive,positive,positive
3117,especi like upgrad three crew member first class instead passeng keepitclassi customerservic,positive,positive,neutral,neutral,neutral
11209,hold captain late flighthi bag doesnt fit,negative,negative,negative,negative,negative
2592,last flight day le drive 4 hour aspen thru snowstorm thx team lack custom empathi,negative,negative,negative,negative,negative
8180,servic baggag jfk incomprehens employe know luggag frm flight 424 lax nyc hr wait,negative,negative,negative,negative,negative
307,mean probabl inappropri board,positive,neutral,neutral,neutral,neutral
11215,kudo phone support charlott gate staff,positive,positive,positive,neutral,neutral
3961,ive wait bag iah 45min theyr 4 freak peopl flight wait bag fix,negative,negative,negative,negative,negative
8726,new ceo seek right balanc plea passeng wall daili journal,neutral,neutral,neutral,neutral,neutral
10976,willsunday day away,positive,positive,neutral,neutral,neutral
542,ye plea newli marri tri updat last name preexist intern flight seem easi,negative,negative,negative,negative,negative
7481,start includ pto getaway packag im,positive,neutral,neutral,neutral,neutral
2962,thnx,positive,positive,positive,neutral,neutral
4466,southwest airlin cancel flight flight charleston 750pm flight cancel flightat realli weather relat flightd,negative,negative,negative,negative,negative
2026,compens eg upgrad higher class reschedul flight muc today appreci though,neutral,positive,positive,positive,positive
8614,respond friend cant respond directli,negative,negative,negative,negative,negative
7512,know want pas along good t5 experi esp someon fli 23 time month,negative,negative,negative,negative,negative
4043,amaz hard talk custom servic,negative,negative,negative,negative,negative
