airline_sentiment,airline_sentiment_confidence,text,negativereason_confidence,sentimiento_nb,sentimiento_dt
negative,1.0,continue button generated trip plan trip page regardless far along flight booking problem process hint end,0.6652,negative,negative
neutral,1.0,mark 15th birthday a320 painted blumanity paint job,,neutral,neutral
neutral,1.0,would fly washington dc see actual constitution declaration independence honor u navy friend,,neutral,neutral
neutral,1.0,name tailfin,,neutral,neutral
neutral,0.6584,new ceo robin hayes battle appease passenger wall street business savannah,0.0,neutral,neutral
neutral,1.0,looking next flyingitforward flier dc tell u youd fly amp,,neutral,neutral
positive,0.664,thank sent msg,,positive,positive
neutral,1.0,get email thought wasnt supposed reply,,neutral,neutral
neutral,0.6377,applied job pdw could go follow id really love job ilovejetblue,,neutral,neutral
neutral,0.6796,connecticut,,neutral,neutral
neutral,1.0,would fly somewhere hotter puerto rico come lol,,neutral,neutral
positive,1.0,great smooth flight,,positive,positive
neutral,0.6735,would go 3rd time jamaica volunteer w risk youth flyitforward dc stpatricksfoundation rotary,,neutral,neutral
neutral,0.6503,airway short interest 35 january jblu sleekmoney,0.0,neutral,neutral
positive,1.0,thank service credit positive thought,,positive,positive
positive,0.6591,great thanks,,positive,positive
negative,0.6778,responsible replacing,0.6778,negative,neutral
negative,1.0,new stroller travel credit doesnt help cover cost new stroller crew ruined therefore,0.6954,negative,neutral
negative,1.0,spoke baggage claim center gave travel credit responsible cost,0.6735,negative,neutral
neutral,0.6667,im getting info website needing check alert would much beneficial,0.0,negative,neutral
negative,1.0,something going alert flight delayed several time parent im receiving alert,1.0,negative,negative
positive,1.0,love flying great service,,positive,positive
neutral,0.6671,new ceo seek right balance please passenger wall time colonist,,neutral,neutral
neutral,0.6602,haha figured meaning there return flight charlotte like na week plus,0.0,neutral,negative
neutral,0.6701,rocking tim mcgraw hold music,,negative,neutral
neutral,0.6779,255 tomorrow ric bos looking good better rescheduling,,neutral,neutral
negative,1.0,hard tell told wifi worked one side plane,1.0,negative,neutral
negative,1.0,normally late flightst flight experience worst 2 hour runway wifi amp tv working properly,0.6632,negative,negative
negative,1.0,doesnt matter directed principle matter gate checked stroller,0.6607,negative,neutral
positive,1.0,bluemanity brought tear eye jetblue commitment giving back crewmembers community aww inspiring,,positive,neutral
negative,1.0,117 day maybe,0.6563,negative,neutral
neutral,1.0,615,,neutral,neutral
neutral,0.6546,well try see soon,,positive,neutral
positive,1.0,like inflight snack im flying guy 228 jvmchat,,positive,neutral
neutral,0.6831,good want extra peanut flight lol jvmchat,,negative,negative
positive,1.0,yes great realtime example thanks awesome jetblue jvmchat,,positive,positive
positive,0.6714,haha didnt disappoint well done jvmchat,,positive,neutral
negative,1.0,figured delay listed almost 2 hr thanks great cheer,1.0,positive,positive
neutral,1.0,flight say delayed estimated departure listed arrive airport late flightr,,negative,negative
neutral,1.0,new ceo seek right balance please passenger wall weyburn review,,neutral,neutral
negative,1.0,glitch website flight booking problem travel amp checking nothing ur site amp airport communicated nightmare,0.6907,negative,negative
positive,1.0,thank,,positive,positive
neutral,1.0,get copy last flight showing original time delay need work thanks,,negative,positive
negative,1.0,much paid fee plus hotel food change could flown reliable airline no2jetblue,0.6401,negative,neutral
neutral,1.0,ceo battle please wall st flyer,,neutral,neutral
positive,1.0,huge fan great brand people great thing guy rock happy share love,,positive,positive
negative,0.7011,dealing cancelled flightled flight since last night amp booked 615 flightwouldve least liked see ella perform lol,0.7011,negative,negative
positive,1.0,thanks great service t5 already lovejetblue,,positive,positive
positive,1.0,didflyfi worked well free aboard flight,,positive,negative
negative,1.0,telling got get another hotel foodso spend money guy made miss connection,0.6922,negative,neutral
negative,1.0,already spent 300 stay hotel last night due guy rescheduling flight since cancelled flightation ive spent almost 500,1.0,negative,negative
positive,1.0,seems likely,,neutral,neutral
negative,1.0,rude unhelpful suggested catch flight tomorrow supposed home today 2 work waiting,0.6835,negative,negative
neutral,0.3686,unfortunately hoping catch one sometime near future,0.0,neutral,neutral
negative,1.0,flight delayed 25 hour insane every flight made nyc,1.0,negative,negative
neutral,1.0,ah wish good luck,,positive,neutral
negative,0.6563,continue,0.3333,neutral,neutral
neutral,0.3634,ok great thanks great flight fyi im excited fly frustrated able check,0.0,positive,neutral
negative,1.0,got flight reschedule flight form pit fll flight mechanical problem delayed hour missed connect,1.0,negative,negative
positive,0.644,phone agent pls peggy pleasant informative delivered,,positive,neutral
neutral,0.633,hopefully next time send future itinerary next one planned im,0.0,neutral,neutral
positive,0.6538,omg wish flight today haha there always next time fun lft5,,positive,negative
neutral,0.6895,fine fly haha come random hemophilia need extra assistance,0.0,neutral,neutral
neutral,1.0,internal bleed foot flying next tuesday leeds come randomly,,neutral,neutral
positive,1.0,thank,,positive,positive
neutral,0.67,cant view seat selectionchange seat flight tomorrow look,0.0,neutral,negative
negative,1.0,today jetblue flight 918 nycgtbos delayed app say time website say,0.6809,negative,negative
positive,0.6429,offer service daytona beach new york albany business review,,positive,neutral
neutral,1.0,hear new thing plane flyfi check flight im going take,,positive,negative
neutral,1.0,ceo weighs profit flyer registration,,neutral,neutral
neutral,0.6739,really caring,,neutral,neutral
positive,1.0,thanks flight leaf 2 shes arriving airport early wedding vt sept grateful fly btv,,positive,positive
neutral,1.0,new ceo seek right balance please passenger wall greenfield daily reporter,,neutral,neutral
